商品型號,商品網址,商品照片,商品標題,品牌,分類,男女款,價格,商品介紹
G28842,https://www.adidas.com/us/adissage-slides/G28842.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2ac47f002ffc42878f68aa2200d10b62_9366/Adissage_Slides_White_G28842_01_standard.jpg",adidas Adissage Slides - White | adidas US,adidas,['Swim'],W,30,"Recover from demanding workouts in these sporty slides. They have soft massaging nubs across the footbed for extra comfort. The hook-and-loop closure across the synthetic upper features the classic 3-Stripes.egular fit Slip-on construction Adjustable-bandage synthetic upper Combined Cloudfoam midsole and outsole EVA massage nubs on the footbed Soft, textured feel Imported"
EF0673,https://www.adidas.com/us/pro-bounce-2019-low-shoes/EF0673.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/01275bae353549db8adcaa09000b5997_9366/Pro_Bounce_2019_Low_Shoes_Purple_EF0673_01_standard.jpg",adidas Pro Bounce 2019 Low Shoes - Purple | adidas US,adidas,['Basketball'],U,110,"Designed for lightweight agility, these low-cut basketball shoes deliver instant, step-in comfort on the court. They feature cushioned pods on the inside of the collar and flexible cushioning in the midsole for elevated comfort and stability. Flex grooves on the outsole mimic your foot's natural movement as you create separation.egular fit Lace closure Textile upper with molded, padded ankle collar Textile lining; Zonal herringbone-pattern rubber outsole with anatomical flex grooves Flexible Bounce midsole cushioning Responsive, adaptive feel Banking barrier for lateral stability Imported"
BC0465,https://www.adidas.com/us/terrex-climacool-sleek-boat-shoes/BC0465.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/aa3ffb583590491f95c8a9ab00dd89bc_9366/Terrex_Climacool_Sleek_Boat_Shoes_White_BC0465_01_standard.jpg",adidas Terrex Climacool Sleek Boat Shoes - White | adidas US,adidas,['Outdoor'],W,90,"All surface grip Good for the oceans Traxion outsole for optimal grip in all directions This product is created with yarn made in collaboration with Parley for the Oceans: Some of the yarn features Parley Ocean Plastic™ which is made from recycled waste, intercepted from beaches and coastal communities before it reaches the ocean Move across the dock with confidence. These women's boat shoes are made for warm days around the water. The breathable knit upper keeps feet cool, and a sure-grip rubber outsole drains water to keep your feet dry and comfortable.omen's-specific fit Lace closure Textile upper Traxion outsole; Non-marking rubber outsole Perforated midsole and outsole Ventilated Climacool Imported"
G28432,https://www.adidas.com/us/edgebounce-1.5-shoes/G28432.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/92fc6870c1124fc48037a9f4017ef6f7_9366/Edgebounce_1.5_Shoes_Black_G28432_01_standard.jpg",adidas Edgebounce 1.5 Shoes - Black | adidas US,adidas,"['Running', 'Training']",W,90,These running shoes are designed with a rounder heel to accommodate the shape of a woman's foot. They have a lightweight mesh upper and an internal fit system built into the sockliner for personalized midfoot lockdown. Flexible cushioning gives you a comfortable ride with a springy feel.omen's-specific fit Lace closure Air mesh upper with internal adaptive fit system; Supportive Forgedmesh upper Textile lining; Lightweight blown-rubber outsole with carbon rubber Flexible Bounce midsole cushioning Sock-like construction hugs the foot Weight: 8 ounces (size 7.5) Midsole drop: 10 mm (heel: 18 mm / forefoot: 8 mm) Imported
EE8629,https://www.adidas.com/us/magmur-runner-shoes/EE8629.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/49fc98f51b5e47d0a577aa7901028b37_9366/Magmur_Runner_Shoes_Pink_EE8629_01_standard.jpg",adidas Magmur Runner Shoes - Pink | adidas US,adidas,['Lifestyle'],W,120,"Inspired by playful '90s fashion Attention to detail Adiprene cushioning Layered upper and chunky outsole recall '90s style trends An embroidered logo on the tongue, reflective accents and a printed and debossed logo on the heel add elevated style Adiprene in the midsole for superior cushioning at impact With an exaggerated chunky shape and a wavy midsole, these shoes announce their roots as a '90s design. They're made of a mix of mesh and leather and are detailed with reflective accents.egular fit Lace closure Mesh and leather upper Rubber outsole; Textile lining Adiprene cushioning Supportive feel Imported"
EF3453,https://www.adidas.com/us/alphaedge-4d-shoes/EF3453.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f86d5e6945364f23a6efaa2b015fd14f_9366/Alphaedge_4D_Shoes_Black_EF3453_01_standard.jpg",adidas Alphaedge 4D Shoes - Black | adidas US,adidas,['Running'],U,300,"Insights gained from analyzing years of athlete data guided the design of these running shoes. Made to support multi-directional movement during cross training, they have a flexible yet supportive adidas Primeknit upper. The one-piece midsole has a unique open structure for responsive performance.egular fit adidas Primeknit textile upper Continental™ Rubber outsole for extraordinary traction in wet and dry conditions adidas 4D midsole Hugs the foot Imported"
EE3813,https://www.adidas.com/us/gamecourt-shoes/EE3813.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c7b6618c173548c8bcbdaa390103e5ce_9366/GameCourt_Shoes_White_EE3813_01_standard.jpg",adidas GameCourt Shoes - White | adidas US,adidas,['Tennis'],W,65,Serve up some style when you hit the club. The breathable mesh upper on these lightweight tennis shoes hugs your foot to support every move. A cushioned midsole keeps you comfortable from the moment you pull them on. The durable outsole stands up to every serve and slide as you improve your game.omen's-specific fit Lace closure Mesh upper; TPU reinforcements Durable Adiwear outsole; Abrasion-resistant Adituff toe Cushioned Cloudfoam midsole Lightweight feel Imported
B28139,https://www.adidas.com/us/cloudfoam-qt-racer-shoes/B28139.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2248f6ff3bd1472cb64da879017af8ed_9366/Cloudfoam_QT_Racer_Shoes_Black_B28139_01_standard.jpg",adidas Cloudfoam QT Racer Shoes - Black | adidas US,adidas,['Running'],W,65,"Slim and sleek, these girls' shoes have a streamlined racer look. A subtle tonal pattern graces the lightweight mesh upper. Cushioned cloudfoam offers a soft, smooth ride.attern mesh upper with synthetic suede heel piece Seamless 3-Stripes Comfortable textile lining cloudfoam MEMORY sockliner molds to the foot for superior step-in comfort Combined cloudfoam midsole and outsole for step-in comfort and superior cushioning Textile and synthetic upper / Textile lining / Synthetic outsole Imported"
EE9940,https://www.adidas.com/us/energyfalcon-x-shoes/EE9940.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/cf09774f4f0246b08fb9aa3100c26c4c_9366/Energyfalcon_X_Shoes_Beige_EE9940_01_standard.jpg",adidas Energyfalcon X Shoes - Beige | adidas US,adidas,['Running'],W,70,"When you dig deep to reach your goals, these running shoes offer the support and stability you need. Every step feels pillow-soft with plush cushioning and an OrthoLite® sockliner for comfort. A flowing TPU heel counter and thin support cage keep the foot centered and stable. The durable outsole is made for logging many miles.egular fit Lace closure Mesh upper with TPU cage and heel counter Durable Adiwear outsole; Textile lining Cushioned Cloudfoam midsole; Enjoy the comfort and performance of OrthoLite® sockliner Imported"
EG7724,https://www.adidas.com/us/pharrell-williams-crazy-byw-shoes/EG7724.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/3bef796150d44ee88c65aaaa00bd22fd_9366/Pharrell_Williams_Crazy_BYW_Shoes_Multicolor_EG7724_01_standard.jpg",adidas Pharrell Williams Crazy BYW Shoes - Multicolor | adidas US,adidas,['Lifestyle'],U,220,"Bringing people together and highlighting diversity are at the heart of Pharrell Williams' work in music, film and fashion. These shoes celebrate LGBTQ pride with a special-edition design that shows off ""Empathy"" and ""Gratitude"" on the tongue loop. A reflexology footbed graphic adds to the creative flair. The podular Boost midsole revives the '90s-era FYW concept that gives them a responsive, natural feel.egular fit Lace closure Leather and knit upper Rubber outsole; Textile lining Podular Boost midsole Imported"
F33837,https://www.adidas.com/us/nite-jogger-shoes/F33837.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/99adf0db18e643bfb465a9f501268a18_9366/Nite_Jogger_Shoes_Green_F33837_01_standard.jpg",adidas Nite Jogger Shoes - Green | adidas US,adidas,['Lifestyle'],W,130,"Shine on Retro inspiration Endless energy Reflective details on upper The original 1980 Nite Jogger featured a distinctive look with a blue midsole insert and a fluorescent reflective heel tab and 3-Stripes Boost is our most responsive cushioning ever, delivering incredible energy return: The more energy you give, the more you get Inspired by the 1980 Nite Jogger, these shoes shine bright with retro style and reflective details. The mesh and ripstop nylon upper is detailed with suede overlays. An updated Boost midsole adds responsive cushioning for all-day comfort.egular fit Lace closure Nylon ripstop and mesh upper with suede and reflective overlays Rubber outsole Responsive Boost midsole; Enjoy the comfort and performance of OrthoLite® sockliner Lightweight, supportive feel Imported"
EE4698,https://www.adidas.com/us/taekwondo-team-shoes/EE4698.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/138dba2a5970482e821faac500ec8d94_9366/Taekwondo_Team_Shoes_Grey_EE4698_01_standard.jpg",adidas Taekwondo Team Shoes - Grey | adidas US,adidas,['Lifestyle'],W,80,"Show off your minimalist side in these pared-down shoes. They're inspired by martial arts training slippers worn to promote fast, fluid movement. The soft nylon upper gives them a lightweight feel. A pink-toned rubber outsole grips the pavement.egular fit; Women's-specific fit Lace closure Soft nylon upper Textile lining; Rubber outsole Soft feel Imported"
EE6257,https://www.adidas.com/us/lxcon-94-shoes/EE6257.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/fcf8d8fcd6f049bfbff4aa7900fdf573_9366/LXCON_94_Shoes_Black_EE6257_01_standard.jpg",adidas LXCON 94 Shoes - Black | adidas US,adidas,['Lifestyle'],U,130,"True to archival technologies Lightweight cushioning Torsion System Signature eyestay collar tube was developed to distribute pressure evenly across the foot Molded EVA midsole for soft, lightweight feel Stabilizing Torsion System between the heel and forefoot for a stable ride The Lexicon launched in the mid '90s to give structured support and stability to serious runners. These shoes bring back the retro-tech look with the same lightweight mesh upper and textured suede 3-Stripes as the 1994 version. The translucent tube that runs through the eyestay and collar for pressure distribution adds an authentic detail from the archive design.egular fit Lace closure; Eyestay collar tube for even pressure distribution across the foot Mesh upper with leather overlays Textile lining; Rubber outsole; Stabilizing Torsion System Adiprene cushioning; Molded EVA midsole Soft and lightweight feel Imported"
G25878,https://www.adidas.com/us/pulseboost-hd-shoes/G25878.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/16b6dde8f6224cc38ff4aa790090409d_9366/Pulseboost_HD_Shoes_Black_G25878_01_standard.jpg",adidas Pulseboost HD Shoes - Black | adidas US,adidas,['Running'],W,250,"Stella McCartney collaboration Responsive, stable feel Support your stride McCartney has collaborated with adidas to create innovative, performance-driven workout wear for women since 2005 High-density Boost gives you endless energy return and superior cushioning with low-to-the ground stability Torsion System between the heel and forefoot for a stable ride Stella McCartney and adidas continue to bring bold femininity, innovative technologies and an unrestrained design approach to the world of sport. When the weather shifts, these mid-cut running shoes keep you on track of your goals with a durable, water-resistant upper. Energy-returning cushioning charges every step with unparalleled comfort.egular fit Speed lacing system adidas Primeknit textile upper Stretchweb outsole flexes naturally for an energized ride, and Continental™ Rubber gives you superior traction; Stabilizing Torsion System High-density Boost for a responsive and stable feel Imported"
EE5606,https://www.adidas.com/us/nizza-hi-rf-shoes/EE5606.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/058d60e715164571acb3aa7900ee8865_9366/Nizza_Hi_RF_Shoes_Grey_EE5606_01_standard.jpg",adidas Nizza Hi RF Shoes - Grey | adidas US,adidas,['Lifestyle'],U,90,Basketball heritage Vulcanized outsole '80s-style swagger High-cut design originated on the hardwood A vulcanized rubber outsole adds flexible durability High sidewalls and an exaggerated toe bumper stay true to the original '80s look The Nizza RF Hi revisits an iconic B-ball design and offers a fresh point of view. These high top shoes show off '80s attitude with high sidewalls and a big toe bumper. They're made of woven nylon that's lightweight and durable.egular fit Lace closure Woven nylon upper with rubber toe bumper Textile lining; Vulcanized rubber outsole; 13.5 mm midsole height; Heel pull loop Enjoy the comfort and performance of OrthoLite® sockliner Durable feel Imported
F33828,https://www.adidas.com/us/stabil-x-shoes/F33828.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/10e2e15887c54c008b55aa4d01081a8d_9366/Stabil_X_Shoes_White_F33828_01_standard.jpg",adidas Stabil X Shoes - White | adidas US,adidas,['Volleyball'],U,150,"Secure lockdown Endless energy Enhanced durability Game-changing traction Inner sling cage connects to the lacing system for adaptive support; Sock-like construction hugs the foot Boost is our most responsive cushioning ever, delivering incredible energy return: The more energy you give, the more you get The vacuum TPU shell provides lightweight abrasion resistance Top Grip rubber outsole for excellent traction on all indoor surfaces Ready to respond to every move. These indoor sport shoes offer the perfect platform for dynamic play. A breathable inner sock offers foot-hugging comfort while a sling-cage system lets you use the laces to fine-tune midfoot stability. Responsive cushioning charges you with endless energy to own the court.egular fit Lace closure Abrasion-resistant TPU upper; Knit textile inner sock Grippy rubber outsole for indoor surfaces; Sling cage for midfoot stability Responsive Boost midsole Lightweight, snug feel External heel counter Imported"
EF9023,https://www.adidas.com/us/falcon-trail-shoes/EF9023.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/5d7c63fdcb534ae3af68aa9600d4a650_9366/Falcon_Trail_Shoes_White_EF9023_01_standard.jpg",adidas Falcon Trail Shoes - White | adidas US,adidas,['Lifestyle'],W,100,Step into bold retro style. These shoes share the sculpted sole profile and textured look of the original Falcon Dorf from the late '90s. This edition adds hiking-inspired lace details and a trail outsole for a modern variation on the original.egular fit Lace closure Mesh upper with leather overlays Textile lining; Rubber outsole; Stabilizing Torsion System Sculpted EVA midsole Soft feel Imported
F34762,https://www.adidas.com/us/duramo-9-shoes/F34762.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/bdd2c61d477c46608f36a9970110f55a_9366/Duramo_9_Shoes_Blue_F34762_01_standard.jpg",adidas Duramo 9 Shoes - Blue | adidas US,adidas,"['Running', 'Training']",W,65,"These women's versatile running shoes are ideal for the treadmill or the trail. They feature a two-layer mesh upper for breathable comfort and a seamless print overlay that provides extra support. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride.

Shoe type
Neutral shoes offer flexibility and versatility, with premium cushioning

Cushioned comfort
Cloudfoam midsole for step-in comfort and superior cushioning

Targeted support
Seamless print overlay on upper provides support where you need it

Outstanding durability
Adiwear outsole offers the ultimate in high-wear durabilityegular fit Lace closure with molded eyestay Mesh upper Textile lining; Adiwear outsole Cushioned Cloudfoam midsole; Enjoy the comfort and performance of OrthoLite® sockliner Weight: 8.2 ounces (size 7) Midsole drop: 9.5 mm (heel: 23.5 mm / forefoot: 14 mm) Arch type: Normal; Recommended for: Multisport training Imported"
G54643,https://www.adidas.com/us/adipower-weightlifting-2-shoes/G54643.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/af384a434ae140788a7daa4e00af584b_9366/Adipower_Weightlifting_2_Shoes_Blue_G54643_01_standard.jpg",adidas Adipower Weightlifting 2 Shoes - Blue | adidas US,adidas,"['Weightlifting', 'Training']",W,200,"Redesigned for a new reign. Showing off a streamlined silhouette, these weightlifting shoes have a breathable woven textile upper for comfortable lifts. It hugs the foot for targeted support while accommodating the natural flexing of the toes. Laces and a strap work together to lock down your midfoot while a raised heel adds stability.egular fit Lace closure with a hook-and-loop strap Woven textile upper Rubber outsole; Reinforced forefoot; Heel reinforcement and padded rearfoot Stabilizing TPU midsole wedge; Flexible forefoot Lightweight, locked-down feel; Glove-like fit Weight: 502 g Heel height (shoe plus insole): 20.1 mm (size UK 8.5) Imported"
F97187,https://www.adidas.com/us/harden-vol.-4-shoes/F97187.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/63c23020facd4ce7a49caa07003a2b07_9366/Harden_Vol._4_Shoes_Black_F97187_01_standard.jpg",adidas Harden Vol. 4 Shoes - Black | adidas US,adidas,['Basketball'],U,130,"Ultra-lightweight cushioning Harden-inspired traction Lightstrike is a super light cushioning with traction for explosive movement at fearless speed The rubber outsole is designed specifically for James Harden's on-court movements and provides outstanding traction These basketball shoes are designed specifically for James Harden's game to help him stay strong in the fourth quarter. Featuring ultra-lightweight and responsive midsole cushioning, they have a midfoot band for the added lockdown and stability needed to make hard, decisive cuts. A rubber outsole tailored to Harden's signature on-court movements provides outstanding traction and grip.egular fit Unique lacing system Textile upper with midfoot band for lockdown and stability Textile lining; Rubber outsole with generative traction inspired by and tailored to James Harden's movements Super light Lightstrike cushioning for explosive, dynamic speed Stable, locked-down feel Banking barrier for lateral stability Imported"
DB3065,https://www.adidas.com/us/sabalo-slip-on-shoes/DB3065.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/1d9c401b45264d5ea85da9ba0009d8ee_9366/Sabalo_Slip_On_Shoes_White_DB3065_01_standard.jpg",adidas Sabalo Slip-On Shoes - White | adidas US,adidas,['Lifestyle'],U,65,"Featuring design cues from the fisheye lens long favored by skate photographers, these slip-ons stand out from the crowd. Built around a flexible sole with a canvas upper, these shoes are a go-to shoe for skating, chilling or anything in between. A bold colorway adds low-key style.egular fit Slip-on Canvas upper Vulcanized rubber outsole with flexible Geoflex tread design Polyurethane sockliner Snug, responsive fit Imported"
EE7292,https://www.adidas.com/us/adiease-shoes/EE7292.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/e2c2078d6ba245ab807ba9ee01460d7c_9366/Adiease_Shoes_Beige_EE7292_01_standard.jpg",adidas Adiease Shoes - Beige | adidas US,adidas,['Lifestyle'],U,60,"Built for durability without sacrificing style, these classic skate shoes can handle any session. They have a suede and lightweight knit upper and ride on a vulcanized rubber outsole that's grippy and flexible so you stick to your board. Classic 3-Stripes keep the look firmly rooted in adidas style.egular fit Lace closure Suede and knit upper Rubber outsole; Textile lining Imported"
EE4890,https://www.adidas.com/us/stan-smith-buckle-shoes/EE4890.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/3b690ece74a247928901aa9400d323d1_9366/Stan_Smith_Buckle_Shoes_Blue_EE4890_01_standard.jpg",adidas Stan Smith Buckle Shoes - Blue | adidas US,adidas,['Lifestyle'],W,120,"The beloved Stan Smith has been a wardrobe essential since the early '70s. These shoes put a sophisticated spin on the classic with a metal buckle closure. A premium leather upper gives them a soft, supple feel.egular fit Metal buckle closure Leather upper Synthetic lining; Rubber cupsole Enjoy the comfort and performance of OrthoLite® sockliner Soft feel Imported"
BD8027,https://www.adidas.com/us/nmd_r1-shoes/BD8027.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f276dbaf35844989be79a9f400f2618d_9366/NMD_R1_Shoes_Pink_BD8027_01_standard.jpg",adidas NMD_R1 Shoes - Pink | adidas US,adidas,['Lifestyle'],W,130,"Made for urban adventures, the NMD series combines '80s running heritage with modern materials. These shoes feature a soft, stretchy knit upper that rides on a responsive Boost midsole, delivering energy return with every stride. As a nod to cycling culture, the front midsole plug has a look that's inspired by street race bikes.egular fit Lace closure Knit upper Rubber outsole Responsive Boost midsole with EVA plugs Soft feel Imported"
EF2092,https://www.adidas.com/us/slamcourt-shoes/EF2092.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/8b6a9d15602d4dea9ff5aa9500ec0839_9366/Slamcourt_Shoes_White_EF2092_01_standard.jpg",adidas Slamcourt Shoes - White | adidas US,adidas,['Lifestyle'],W,90,"Classic court style gets a contemporary reboot. These shoes pair crisp, streamlined style with playful star graphics and metallic details inspired by the archives. The nylon tongue adds texture to the smooth leather upper. A clean-lined rubber cupsole nods back to vintage styles.egular fit Lace closure Leather upper with TPU eyestay insert and metallic details Textile lining; Rubber outsole Imported"
EE5170,https://www.adidas.com/us/nmd_r1-shoes/EE5170.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c27a833744844d708ab1aa2c01172cb0_9366/NMD_R1_Shoes_White_EE5170_01_standard.jpg",adidas NMD_R1 Shoes - White | adidas US,adidas,['Lifestyle'],W,130,"Taking style cues from premium technical outerwear, these shoes blend adidas archive heritage with modern comfort. Their streamlined shape reinterprets 1980s racer style. A textile upper shows off embossed 3-Stripes while EVA accent plugs add color pops. The responsive Boost midsole returns energy with every stride.ace closure Textile upper Rubber outsole; Textile lining Responsive Boost midsole Imported"
EE5398,https://www.adidas.com/us/a.r.-trainer-shoes/EE5398.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d7f89f725a9c463789efaa7801056724_9366/A.R._Trainer_Shoes_White_EE5398_01_standard.jpg",adidas A.R. Trainer Shoes - White | adidas US,adidas,['Lifestyle'],U,100,"Channeling the head-turning flair of late-'80s tennis outfits, these shoes step out in style. The perforated leather upper shows off the famous 3-Stripes in vintage-inspired colors. An exposed EVA midsole wedge adds a modern twist.egular fit Lace closure Leather upper with perforated leather underlays Textile lining; Rubber outsole EVA midsole Soft and smooth feel Imported"
BC0533,https://www.adidas.com/us/mat-wizard-4-shoes/BC0533.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/233cae837d5e4e36b61fa983011e9dee_9366/Mat_Wizard_4_Shoes_White_BC0533_01_standard.jpg",adidas Mat Wizard 4 Shoes - White | adidas US,adidas,['Wrestling'],U,100,"Built for speed and stability, these breathable wrestling shoes have a lightweight mesh upper that flexes with your foot to support every move. Abrasion-resistant tape provides extra reinforcement for the forefoot. The super-grippy triaxial structured outsole with drive zones ensures your entire foot has consistent contact with the mat.egular fit Lace closure; Protective lace pocket Reinforced mesh upper with V-shape foil overlays; Anatomically shaped mesh tongue Triaxial structured outsole with drive zones; Support underlays around the midfoot and ankle; Heel tapes Lightweight and supportive feel Imported"
F36259,https://www.adidas.com/us/questar-flow-shoes/F36259.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/6e65528c79c64808ab1fa998000e3595_9366/Questar_Flow_Shoes_Pink_F36259_01_standard.jpg",adidas Questar Flow Shoes - Pink | adidas US,adidas,['Lifestyle'],W,75,Superior cushioning Comfortable performance Foot-hugging fit Cloudfoam midsole and outsole for step-in comfort and superior cushioning Enjoy the comfort and performance of OrthoLite® sockliner Sock-like construction hugs the foot Ready for the streets. These shoes borrow their modern look and feel from lightweight runners. They have a flexible knit upper with floating 3-Stripes integrated into the lacing system. Pillow-soft midsole and outsole cushioning provides all-day comfort.egular fit Lace closure Knit textile upper Combined Cloudfoam midsole and outsole Enjoy the comfort and performance of OrthoLite® Float sockliner Sock-like construction hugs the foot Imported
G25815,https://www.adidas.com/us/copa-19.4-firm-ground-cleats/G25815.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/b033369145ac407c80ccaa4d0124ce8c_9366/Copa_19.4_Firm_Ground_Cleats_Blue_G25815_01_standard.jpg",adidas Copa 19.4 Firm Ground Cleats - Blue | adidas US,adidas,['Soccer'],U,50,"Copa isn't just a cleat. It's an agreement that every fleeting touch should leave a lasting impression. If you can't make your mark on a game, move along. But if you're ready to take your touch to a new dimension, keep reading. The synthetic leather upper on these soccer cleats includes a stitched vamp that's designed to stop the ball slipping off your foot.edium fit Lace closure Synthetic leather upper; Stitched vamp to reduce slippage Outsole optimized for firm ground Imported"
EG7729,https://www.adidas.com/us/pharrell-williams-crazy-byw-shoes/EG7729.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/81717f13f0c340e1878eaaa800d20e43_9366/Pharrell_Williams_Crazy_BYW_Shoes_Multicolor_EG7729_01_standard.jpg",adidas Pharrell Williams Crazy BYW Shoes - Multicolor | adidas US,adidas,['Lifestyle'],U,220,"Bringing people together and highlighting diversity are at the heart of Pharrell Williams' work in music, film and fashion. These shoes celebrate LGBTQ pride with a special-edition design that shows off ""Empathy"" and ""Gratitude"" on the tongue loop. A reflexology footbed graphic adds to the creative flair. The podular Boost midsole revives the '90s-era FYW concept that gives them a responsive, natural feel.egular fit Lace closure Leather and knit upper Rubber outsole; Textile lining Podular Boost midsole Imported"
EG2936,https://www.adidas.com/us/nmd_r1-shoes/EG2936.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/9665132d9fe540bc8e53aa4a009a8824_9366/NMD_R1_Shoes_Green_EG2936_01_standard.jpg",adidas NMD_R1 Shoes - Green | adidas US,adidas,['Lifestyle'],U,130,"Distinctive Boost midsole Signature NMD details Outdoor gear style Boost is our most responsive cushioning ever A signature heel pull plus EVA midsole plugs Technical welded 3-Stripes and a gum-colored outsole add a trail gear vibe Streamlined and modern, these NMD shoes combine '80s racing heritage with style cues taken from outdoor trail gear. The foot-hugging knit upper rides on a responsive cushioned midsole.egular fit Lace closure Knit upper with welded 3-Stripes Gum-colored rubber outsole Molded EVA midsole plugs Sock-like construction hugs the foot Imported"
EE4017,https://www.adidas.com/us/adidas-by-stella-mccartney-court-boost-shoes/EE4017.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c568f2c62ae34edc823aaa2c010fe663_9366/adidas_by_Stella_McCartney_Court_Boost_Shoes_White_EE4017_01_standard.jpg",adidas by Stella McCartney Court Boost Shoes - White | adidas US,adidas,['Tennis'],W,180,"Tennis by Stella Endless energy The adidas by Stella McCartney tennis collection brings powerful play and sophisticated style to the court Boost is our most responsive cushioning ever, delivering incredible energy return: The more energy you give, the more you get Stay ahead of your opponent throughout intense matches. The latest collaboration with Stella McCartney, these tennis shoes support every move during long rallies with enhanced stability in the midfoot. A responsive midsole offers endless energy to keep you on your toes throughout every match.egular fit Lace closure Textile upper Rubber outsole; Textile lining Responsive Boost midsole Imported"
EE5013,https://www.adidas.com/us/qt-racer-shoes/EE5013.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/8fd418c8bb704d39afada9d600fdfe5b_9366/QT_Racer_Shoes_Grey_EE5013_01_standard.jpg",adidas QT Racer Shoes - Grey | adidas US,adidas,['Running'],W,65,"Casual and confident, these shoes mimic the look and feel of speed with a running-inspired design. The lightweight sneakers have a clean upper with 3-Stripes on the sides. A smooth outsole ensures a smooth ride.egular fit Lace closure Textile upper Combined Cloudfoam midsole and outsole Sleek and lightweight Imported"
EE7669,https://www.adidas.com/us/3st.004-shoes/EE7669.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/3fffdc8c62d94b8aa21aa9eb016f3974_9366/3ST.004_Shoes_Yellow_EE7669_01_standard.jpg",adidas 3ST.004 Shoes - Yellow | adidas US,adidas,['Skateboarding'],U,120,"Created using feedback from adidas pro riders, the 3ST is the most technical series of shoes in the skate lineup. This fourth iteration is built on a layer of responsive Boost cushioning for shock absorption. The suede and nubuck upper combines classic aesthetics with modern design lines, so these shoes look as fresh as they feel.egular fit Lace closure Suede and nubuck upper Rubber outsole; Textile lining Responsive Boost midsole Imported"
EE8630,https://www.adidas.com/us/magmur-runner-shoes/EE8630.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/bfdd17a33bd04becb256aa7901032413_9366/Magmur_Runner_Shoes_Blue_EE8630_01_standard.jpg",adidas Magmur Runner Shoes - Blue | adidas US,adidas,['Lifestyle'],W,120,"Inspired by playful '90s fashion Attention to detail Adiprene cushioning Layered upper and chunky outsole recall '90s style trends An embroidered logo on the tongue, reflective accents and a printed and debossed logo on the heel add elevated style Adiprene in the midsole for superior cushioning at impact With an exaggerated chunky shape and a wavy midsole, these shoes announce their roots as a '90s design. They're made of a mix of mesh and leather and are detailed with reflective accents.egular fit Lace closure Mesh and leather upper Rubber outsole; Textile lining Adiprene cushioning Supportive feel Imported"
F99914,https://www.adidas.com/us/speedex-18-shoes/F99914.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/e729dd49bac348bf8b4eaa4d011e84f0_9366/Speedex_18_Shoes_Black_F99914_01_standard.jpg",adidas Speedex 18 Shoes - Black | adidas US,adidas,['Boxing'],U,150,"Stay quick on your feet and keep your opponent off-balance in these boxing shoes. Built with a focus on the fundamental requirements of a boxing shoe, these shoes provide flexibility in the forefoot coupled with stability in the midfoot area. The fit is locked in with foam and straps on the heel to keep you moving fast without sacrificing stability.egular fit; Mid cut Lace closure Single-layer mesh upper with stability ripples in the forefoot; Stability straps around the ankle and rearfoot Durable Adiwear outsole; Textile lining; Heel pull Lightweight EVA midsole Lightweight and supportive feel; Glove-like fit Weight: 316 g Imported"
