商品型號,商品網址,商品照片,商品標題,品牌,分類,男女款,價格,商品介紹
F97188,https://www.adidas.com/us/harden-vol.-4-shoes/F97188.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/a7518179e3f040b38084aa0700074f19_9366/Harden_Vol._4_Shoes_Pink_F97188_01_standard.jpg",adidas Harden Vol. 4 Shoes - Pink | adidas US,adidas,['Basketball'],U,130,"Ultra-lightweight cushioning Harden-inspired traction Lightstrike is a super light cushioning with traction for explosive movement at fearless speed The rubber outsole is designed specifically for James Harden's on-court movements and provides outstanding traction These basketball shoes are designed specifically for James Harden's game to help him stay strong in the fourth quarter. Featuring ultra-lightweight and responsive midsole cushioning, they have a midfoot band for the added lockdown and stability needed to make hard, decisive cuts. A rubber outsole tailored to Harden's signature on-court movements provides outstanding traction and grip.egular fit Unique lacing system Textile upper with midfoot band for lockdown and stability Textile lining; Rubber outsole with generative traction inspired by and tailored to James Harden's movements Super light Lightstrike cushioning for explosive, dynamic speed Stable, locked-down feel Banking barrier for lateral stability Imported"
EF1407,https://www.adidas.com/us/nizza-rf-hi-shoes/EF1407.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/1fc010ab98644585bfa4aa3b00c3f496_9366/Nizza_RF_Hi_Shoes_White_EF1407_01_standard.jpg",adidas Nizza RF Hi Shoes - White | adidas US,adidas,['Lifestyle'],M,100,"Home of Classics collection '80s-style swagger Crafted without contrast color, they feature a triple-white palette High sidewalls and an exaggerated toe bumper stay true to the original '80s design The Nizza RF Hi revisits an iconic B-ball design and offers a fresh point of view. These high top shoes show off '80s attitude with high sidewalls and a big toe bumper. They're made of leather for a soft and supple feel.egular fit Lace closure Leather upper Rubber outsole; Textile lining Imported"
G27364,https://www.adidas.com/us/sensebounce-plus-shoes/G27364.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/0ba1eefe420a46378bd8aa2c0177e880_9366/Sensebounce+_Shoes_Black_G27364_01_standard.jpg",adidas Sensebounce+ Shoes - Black | adidas US,adidas,"['Running', 'Training']",M,100,"Your go-to pair for long city runs. These shoes have a knit upper that provides a supportive, flexible fit. Energized cushioning delivers a springy ride, and deep grooves in the outsole offer reliable traction on uneven surfaces. The algae-based sockliner helps to clean liters of polluted lake water.edium fit Lace closure Knit upper Textile lining; Rubber outsole This pair of shoes features an algae-based EVA foam that helps clean at least 30 liters of polluted lake water; Bounce+ energized cushioning midsole Lockdown feel Scan the QR code to unlock an exclusive running playlist Weight: 13 ounces (size 9) Midsole drop: 8 mm (heel: 18 mm, forefoot: 10 mm) Arch type: Normal; Supportive flared midsole Imported"
EG7724,https://www.adidas.com/us/pharrell-williams-crazy-byw-shoes/EG7724.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/3bef796150d44ee88c65aaaa00bd22fd_9366/Pharrell_Williams_Crazy_BYW_Shoes_Multicolor_EG7724_01_standard.jpg",adidas Pharrell Williams Crazy BYW Shoes - Multicolor | adidas US,adidas,['Lifestyle'],U,220,"Bringing people together and highlighting diversity are at the heart of Pharrell Williams' work in music, film and fashion. These shoes celebrate LGBTQ pride with a special-edition design that shows off ""Empathy"" and ""Gratitude"" on the tongue loop. A reflexology footbed graphic adds to the creative flair. The podular Boost midsole revives the '90s-era FYW concept that gives them a responsive, natural feel.egular fit Lace closure Leather and knit upper Rubber outsole; Textile lining Podular Boost midsole Imported"
EE9517,https://www.adidas.com/us/kaptir-shoes/EE9517.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/5f05fed50929443c8ea5aaca00eb8cc0_9366/Kaptir_Shoes_Blue_EE9517_01_standard.jpg",adidas Kaptir Shoes - Blue | adidas US,adidas,['Running'],M,85,"Explore urban environments in modern style. These shoes have a premium knit upper with sleek details riding on a speedy-looking sculpted midsole. With the comfort of pillow-soft cushioning and a sock-like fit, these running-inspired shoes will help you keep up the pace on city streets.egular fit Lace closure Knit upper; TPU 3-Stripes Rubber outsole; Textile lining; TPU heel counter Cushioned Cloudfoam midsole; Enjoy the comfort and performance of OrthoLite® sockliner Sock-like construction hugs the foot Imported"
BB7723,https://www.adidas.com/us/harden-vol.-3-shoes/BB7723.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/adb245946d00466ba7d2a9190172224d_9366/Harden_Vol._3_Shoes_Black_BB7723_01_standard.jpg",adidas Harden Vol. 3 Shoes - Black | adidas US,adidas,['Basketball'],M,140,"Energized cushioning Lateral stability  Exceptional grip Boost is our most responsive cushioning ever: The more energy you give, the more you get Forefoot lockdown support through an integrated synthetic overlay and webbing system Articulated propulsion plate provides explosive torque Herringbone-patterned traction outsole for unrivaled 360-degree grip Game changed. MVP won. Inspired by his #13 jersey number, these shoes are built to create your own luck on the court and get buckets from every angle with James Harden's signature style. They're designed with extra lockdown for side-to-side movement and control as you create separation from defenders with crossovers and step-backs. Returning energy on every Euro-step, they feature exceptional grip and traction to change directions on a dime.egular fit Elastic lace closure Textile upper with a synthetic overlay Rubber outsole Responsive Boost midsole Imported"
EE7246,https://www.adidas.com/us/yung-96-shoes/EE7246.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/7e0162edde7c472a85ecaa9b010ed076_9366/Yung_96_Shoes_Yellow_EE7246_01_standard.jpg",adidas Yung-96 Shoes - Yellow | adidas US,adidas,['Lifestyle'],U,100,"The Yung-96 collection draws inspiration from a decade known for fearless looks and fresh colors. These shoes channel retro running style with a chunky leather upper over a wavy outsole. Built for comfort, they're cushioned with a lightweight EVA midsole.egular fit Lace closure Leather upper Textile lining; Rubber outsole; Stabilizing Torsion System Lightweight EVA midsole Rugged feel Imported"
EG2709,https://www.adidas.com/us/nite-jogger-shoes/EG2709.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/ab4f9d95175d42fa870aaa330120ddef_9366/Nite_Jogger_Shoes_White_EG2709_01_standard.jpg",adidas Nite Jogger Shoes - White | adidas US,adidas,['Lifestyle'],M,130,"Inspired by the 1980 Nite Jogger, these shoes shine bright with retro style. The leather upper is finished with reflective details. A Boost midsole adds responsive cushioning.egular fit Lace closure Leather upper Textile lining; Rubber outsole Responsive Boost midsole Lightweight, supportive feel Imported"
EE7452,https://www.adidas.com/us/adizero-8.0-cleats/EE7452.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/ec471668c650425a9db4a9a5018ad013_9366/Adizero_8.0_Cleats_White_EE7452_01_standard.jpg",adidas Adizero 8.0 Cleats - White | adidas US,adidas,['Football'],M,120,"Showcase your playmaking speed in these football cleats. Designed for easy on and off, they feature a textile upper with sock-like construction for lightweight stability and lockdown as you create havoc at the line of scrimmage. The cleated outsole provides traction for quick cuts and pivots.egular fit Slip-on construction with laces Textile upper Cleated synthetic outsole; Textile lining; Tongue and heel pulls Imported"
BB6917,https://www.adidas.com/us/duramo-9-shoes/BB6917.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/118c0d534d0d4a51804da8f600acbe2e_9366/Duramo_9_Shoes_Black_BB6917_01_standard.jpg",adidas Duramo 9 Shoes - Black | adidas US,adidas,"['Running', 'Training']",M,65,"These men's versatile running shoes are ideal for the treadmill or the trail. They feature a mesh upper for breathability and a seamless print overlay for additional support. Pillow-soft Cloudfoam cushions every stride, while the durable outsole holds up to everyday wear.

Shoe type
Neutral shoes offer flexibility and versatility, with premium cushioning

Cushioned comfort
Cloudfoam midsole for step-in comfort and superior cushioning

Outstanding durability
Adiwear outsole offers the ultimate in high-wear durabilityegular fit Lace closure with molded eyestay Knit mesh upper Textile lining; Durable Adiwear outsole Cushioned Cloudfoam midsole; Enjoy the comfort and performance of OrthoLite® sockliner Weight: 10 ounces (size 9) Midsole drop: 9.5 mm (heel: 23.5 mm / forefoot: 14 mm) Arch type: Normal; Recommended for: Multisport training Imported"
F34525,https://www.adidas.com/us/nemeziz-19.4-turf-shoes/F34525.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/028879b913354d3b9c7faa6400fbe480_9366/Nemeziz_19.4_Turf_Shoes_Black_F34525_01_standard.jpg",adidas Nemeziz 19.4 Turf Shoes - Black | adidas US,adidas,['Soccer'],U,55,"Nemeziz isn't just a shoe. It's a commitment that skills should be about wins, not likes. If you'd take celebrity over silverware, get out of here. But if you're ready to rip up the field to carry your team to victory, read on. The soft synthetic upper on these soccer shoes morphs to your foot shape to keep you comfortable as you weave your magic. A mono-tongue delivers a lockdown fit for stability through every twist and turn.ace closure Soft synthetic upper; Mono-tongue construction Rubber outsole for artificial turf Imported"
F35405,https://www.adidas.com/us/tour360-xt-primeknit-shoes/F35405.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f0f249033b114bd58890aa0f00eb8190_9366/Tour360_XT_Primeknit_Shoes_Grey_F35405_01_standard.jpg",adidas Tour360 XT Primeknit Shoes - Grey | adidas US,adidas,['Golf'],M,180,"Unparalleled Comfort  Endless energy Stability and traction Waterproof adidas Primeknit upper wraps the foot with an engineered fit for targeted support that enhances movement Boost is our most responsive cushioning ever, delivering incredible energy return: The more energy you give, the more you get X-Traxion primary lugs for grip and balance Set your stance and swing with confidence no matter the weather in these golf shoes. Designed to shed wet weather and offer a responsive feel, they feature a synthetic upper for precise stability and comfort. A Boost midsole offers endless energy return with every compression to maximize your power.egular fit Lace closure adidas Primeknit textile upper Textile lining; X-Traxion primary lugs for grip and balance; Green-friendly Thintech EXP cleats INSITE® sockliner for fit and balance; Responsive Boost midsole Supportive, wrapped fit with soft stretch and springy feel 360WRAP locks in and supports the foot Imported"
BB9543,https://www.adidas.com/us/pharrell-williams-solarhu-tennis-v2-shoes/BB9543.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/db6684f404784ae494eba92d00b09b18_9366/Pharrell_Williams_SOLARHU_Tennis_V2_Shoes_Yellow_BB9543_01_standard.jpg",adidas Pharrell Williams SOLARHU Tennis V2 Shoes - Yellow | adidas US,adidas,['Lifestyle'],U,130,"Pharrell's journey across the globe continues with SOLARHU. Inspired by the raw spirit and style of East Africa, these shoes have a vivid adidas Primeknit textile upper with hits of bold color. 

Hu by Pharrell Williams
Pharrell's Hu collection celebrates the hues of humanity

Minimalist knit
adidas Primeknit upper wraps the foot in adaptive support and ultralight comfort

Signature Pharrell sockliner 
Graphic inspired by the ancient art of reflexologyace closure adidas Primeknit textile upper Rubber outsole Ultra-lightweight and adaptive Imported"
G54445,https://www.adidas.com/us/pro-next-2019-shoes/G54445.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d480477127734e4db87ca9f30186a6fa_9366/Pro_Next_2019_Shoes_White_G54445_01_standard.jpg",adidas Pro Next 2019 Shoes - White | adidas US,adidas,['Basketball'],M,80,"Work on your game in comfort in these basketball shoes. They feature a Cloudfoam midsole for enhanced cushioning as you get up and down the court. A mixed two-way upper lets you attack defenders with no distractions, and a herringbone outsole provides extra traction for quick changes of direction.egular fit Lace closure Synthetic upper Textile lining; Zonal herringbone rubber outsole Cushioned Cloudfoam midsole Imported"
G26536,https://www.adidas.com/us/terrex-free-hiker-gore-tex-hiking-shoes/G26536.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/ba0b9a03047e4989969baaa0014480ae_9366/Terrex_Free_Hiker_GORE_TEX_Hiking_Shoes_Burgundy_G26536_01_standard.jpg",adidas Terrex Free Hiker GORE-TEX Hiking Shoes - Burgundy | adidas US,adidas,['Outdoor'],M,250,"All-conditions traction Seamless support Seals out the elements Continental™ Rubber outsole for extraordinary grip even in wet conditions adidas Primeknit 360 seamless upper offers an engineered fit that expands and supports as you move through each stride Knitted ankle gaiter design seals out gravel and dust Move and explore. These lightweight hiking shoes deliver next-generation comfort and freedom of movement for hikes both long and short. The adidas Primeknit upper hugs your foot for flexible, all-terrain stability, while the Boost midsole delivers endless energy to keep you moving up or down the trail. A GORE-TEX membrane sheds water while letting your feet breathe for all-conditions wear.egular fit Lace closure adidas Primeknit textile upper Continental™ Rubber outsole for extraordinary grip even in wet conditions; GORE-TEX lining for waterproof, breathable performance Responsive Boost midsole Hugs the foot Imported"
DB3105,https://www.adidas.com/us/3mc-vulc-shoes/DB3105.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/9f9f03ed47c4413fb789a9380158dc16_9366/3MC_Vulc_Shoes_Grey_DB3105_01_standard.jpg",adidas 3MC Vulc Shoes - Grey | adidas US,adidas,['Lifestyle'],U,65,"Heritage details  All-day comfort The textured sidewalls and heel patch draw inspiration from the iconic Gazelle HexFlex® outsole design allows for maximum comfort and flexibility throughout the natural movement of the foot These skate shoes are designed with clean contrasts and low-key simplicity. They're made with a lightweight canvas upper, with an EVA sockliner for extra comfort. Built to move naturally with the foot, the low tops have a flexible Vulcanized outsole that delivers great board feel.egular fit Lace closure Canvas upper Vulcanized rubber outsole; HexFlex® outsole design allows for maximum comfort and flexibility throughout the natural movement of the foot EVA sockliner Breathable Imported"
G27366,https://www.adidas.com/us/sensebounce-plus-shoes/G27366.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/3057ae26ef8d4c2f8b42aa2c01789a00_9366/Sensebounce+_Shoes_Grey_G27366_01_standard.jpg",adidas Sensebounce+ Shoes - Grey | adidas US,adidas,"['Running', 'Training']",M,100,"Your go-to pair for long city runs. These shoes have a knit upper that provides a supportive, flexible fit. Energized cushioning delivers a springy ride, and deep grooves in the outsole offer reliable traction on uneven surfaces. The algae-based sockliner helps to clean liters of polluted lake water.edium fit Lace closure Knit upper Textile lining; Rubber outsole This pair of shoes features an algae-based EVA foam that helps clean at least 30 liters of polluted lake water; Bounce+ energized cushioning midsole Lockdown feel Scan the QR code to unlock an exclusive running playlist Weight: 13 ounces (size 9) Midsole drop: 8 mm (heel: 18 mm, forefoot: 10 mm) Arch type: Normal; Supportive flared midsole Imported"
G26233,https://www.adidas.com/us/tactical-lexicon-adv-boots/G26233.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/68f4cecf54824d5fb325aa34003637e3_9366/Tactical_Lexicon_ADV_Boots_White_G26233_01_standard.jpg",adidas Tactical Lexicon ADV Boots - White | adidas US,adidas,['Snowboarding'],M,350,"Stand out on the hill in these unique snowboarding boots. They're designed with Boost to provide energy return and responsive cushioning, and they feature a durable textile upper that holds up to the wear and tear of the season. A power lacing systems keeps you locked in for a smooth and comfortable ride.egular fit Lace closure Textile upper Rubber outsole; Heat-mouldable Ultralon foam liner wraps to the contours of your foot for a comfortable, responsive feel Responsive Boost midsole Imported"
G27741,https://www.adidas.com/us/marquee-boost-shoes/G27741.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/72d1ebda3728443e89d4a99101556e8e_9366/Marquee_Boost_Shoes_Blue_G27741_01_standard.jpg",adidas Marquee Boost Shoes - Blue | adidas US,adidas,['Basketball'],M,130,"Taking inspiration from ocean waves hitting California beaches, these shoes pay tribute to the smooth style of Los Angeles basketball. They have a molded ankle collar with a cushioned heel for support and comfort. A responsive midsole returns energy on every jumper, and a herringbone outsole provides extra grip as you stop and go on a dime.egular fit Lace closure Mesh upper; Molded and padded ankle collar Textile lining; Herringbone-pattern rubber outsole Responsive Boost midsole Imported"
EF0814,https://www.adidas.com/us/solar-blaze-shoes/EF0814.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/129d15bfeec74435be5aaa26013473b6_9366/Solar_Blaze_Shoes_Grey_EF0814_01_standard.jpg",adidas Solar Blaze Shoes - Grey | adidas US,adidas,['Running'],M,80,Everything you need for a great run. These shoes have a breathable mesh upper with strategically placed support and flexible cushioning for a bouncy ride. A durable rubber outsole delivers reliable traction over long distances.egular fit Lace closure Textile upper; Seamless haptic print overlay Textile lining; Flexible Stretchweb outsole; Durable Adiwear outsole Flexible Bounce midsole cushioning Springy feel Weight: 12 ounces (size 9) Midsole drop: 10 mm (heel: 30 mm / forefoot: 20 mm) Fitcounter heel for unrestricted fit Imported
G26201,https://www.adidas.com/us/pro-next-2019-shoes/G26201.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/41b50ae380a2443090caa9f201856172_9366/Pro_Next_2019_Shoes_Grey_G26201_01_standard.jpg",adidas Pro Next 2019 Shoes - Grey | adidas US,adidas,['Basketball'],M,80,"Work on your game in comfort in these basketball shoes. They feature a Cloudfoam midsole for enhanced cushioning as you get up and down the court. A mixed two-way upper lets you attack defenders with no distractions, and a herringbone outsole provides extra traction for quick changes of direction.egular fit Lace closure Leather and mesh upper Textile lining; Zonal herringbone rubber outsole Cushioned Cloudfoam midsole Imported"
EF0723,https://www.adidas.com/us/ultraboost-s-l-shoes/EF0723.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4789cfb78c5c4df780f0a9ff00cc8f73_9366/Ultraboost_SandL_Shoes_White_EF0723_01_standard.jpg",adidas Ultraboost S&L Shoes - White | adidas US,adidas,['Running'],M,180,Performance running shoes with sneakerhead style. These men's shoes update the Ultraboost legacy for a best-ever feeling on every run. They have a breathable mesh upper with suede details. The flexible outsole works with the responsive midsole for a smooth and energized ride.ace closure Mesh and suede upper Flexible Stretchweb outsole with Continental™ Rubber Responsive Boost midsole; Stabilizing Torsion System Arch type: Normal; Fitcounter molded heel counter provides a natural fit that allows optimal movement of the Achilles Imported
F35560,https://www.adidas.com/us/asweego-shoes/F35560.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4eab5603e2ea438596bfa97e018878ca_9366/Asweego_Shoes_Black_F35560_01_standard.jpg",adidas Asweego Shoes - Black | adidas US,adidas,['Running'],M,80,Shoes with flexibility and responsiveness for multisport training. These shoes have a knit textile upper that hugs the foot for a sock-like fit. Pillow-like midsole cushioning provides long-lasting comfort. Durable rubber inserts at the forefoot and heel provide added grip so you're ready for unexpected terrain.egular fit Lace closure Knit textile upper Durable rubber inserts on combined Cloudfoam midsole and outsole; 3D support frame Midsole flex grooves; Enjoy the comfort and performance of OrthoLite® sockliner Sock-like construction hugs the foot Weight: 11 ounces (size 9) Midsole drop: 11.5 mm (heel: 27.9 mm / forefoot: 16.4 mm) Arch type: Normal Imported
BC0466,https://www.adidas.com/us/terrex-ax3-mid-gtx/BC0466.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/e397dbd51d8b4397ba68a9a400fcfe21_9366/TERREX_AX3_MID_GTX_Black_BC0466_01_standard.jpg",adidas TERREX AX3 MID GTX - Black | adidas US,adidas,['Outdoor'],M,140,"The Terrex Ax3 Mid Gtx is new for  Outdoor on adidas.com. Scroll through the pictures above to see more details from different angles. If you’ve tried out the Terrex Ax3 Mid Gtx before, leave a review below to let us know what you thought.mported"
G15892,https://www.adidas.com/us/duramo-slides/G15892.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/7d347d4b0d3f4fb983cba7fa00e369d8_9366/Duramo_Slides_Blue_G15892_01_standard.jpg",adidas Duramo Slides - Blue | adidas US,adidas,"['Training', 'Swim']",M,20,"An updated version of a classic, these slides are ideal for wearing either before or after you exercise. These sandals are lightweight and comfortable with a one-piece design and a textured footbed.lip-on Single-piece molded soft EVA upper EVA outsole; Textured footbed Soft, lightweight feel Imported"
EG3749,https://www.adidas.com/us/lite-racer-byd-shoes/EG3749.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/b487e2f3675d4bfe93ceaa6c01172111_9366/Lite_Racer_BYD_Shoes_Grey_EG3749_01_standard.jpg",adidas Lite Racer BYD Shoes - Grey | adidas US,adidas,['Running'],M,70,Clean and contemporary. These men's running-inspired shoes have a snug stretch mesh build. They're branded with an adidas heel strap and finished with ultra-comfortable Cloudfoam cushioning.wo-tone stretch mesh upper with sock-like construction Seamless 3-Stripes; Comfortable textile lining adidas Cloudfoam tongue label TPU heel counter; adidas wordmark on heel strap; Webbing heel pull with 3-Stripes detail Enjoy the comfort and performance of OrthoLite® sockliner Combined Cloudfoam midsole and outsole for step-in comfort and superior cushioning Main materials: Textile and synthetic upper / Textile lining / Synthetic outsole Imported
F97273,https://www.adidas.com/us/pro-next-2019-shoes/F97273.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/8f53e8fb17954dadbda7a9f30127556b_9366/Pro_Next_2019_Shoes_Red_F97273_01_standard.jpg",adidas Pro Next 2019 Shoes - Red | adidas US,adidas,['Basketball'],M,80,"Work on your game in comfort in these basketball shoes. They feature a Cloudfoam midsole for enhanced cushioning as you get up and down the court. A mixed two-way upper lets you attack defenders with no distractions, and a herringbone outsole provides extra traction for quick changes of direction.egular fit Lace closure Leather and mesh upper Textile lining; Zonal herringbone rubber outsole Cushioned Cloudfoam midsole Imported"
EF9230,https://www.adidas.com/us/crazychaos-shoes/EF9230.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f5340739f9d74519a4b4aa790104cae6_9366/Crazychaos_Shoes_Black_EF9230_01_standard.jpg",adidas Crazychaos Shoes - Black | adidas US,adidas,['Running'],M,75,"Superior cushioning Everyday durability Outstanding grip Cloudfoam midsole and outsole for step-in comfort and superior cushioning A leather upper with suede overlays holds up to regular wear and tear The rubber outsole provides excellent grip A runner look fueled by confidence. These shoes show off uncompromising style in a bulky, retro-inspired build. The smooth leather upper is contrasted with textured suede overlays. Plush cushioning ensures a smooth, comfortable ride.egular fit Lace closure Leather upper with suede overlays Rubber outsole; Textile lining Cushioned Cloudfoam midsole Mix of smooth and textured materials Imported"
DB3564,https://www.adidas.com/us/yung-96-shoes/DB3564.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/58fbf4f516c14251a719a9fc00de9096_9366/Yung_96_Shoes_Blue_DB3564_01_standard.jpg",adidas Yung-96 Shoes - Blue | adidas US,adidas,['Lifestyle'],M,100,"Inspired by playful '90s fashion Built for all-day comfort A layered upper and chunky outsole recall '90s style trends Cushioned with a lightweight EVA midsole A love for 1990s fashion gives the Yung-96 a look that's bold and a bit eccentric. These shoes are made of a mix of mesh, faux suede and nubuck. They offer a wide, chunky silhouette that's distinctly '90s. A lightweight midsole makes them comfortable enough for all-day wear.lightly wide fit Lace closure Mesh, synthetic suede and nubuck upper Rubber outsole Lightweight EVA midsole Stable, soft feel Imported"
DB3434,https://www.adidas.com/us/afterburner-6-cleats/DB3434.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/9ecfc8f6b0c742498b1aaa03015a9c96_9366/Afterburner_6_Cleats_White_DB3434_01_standard.jpg",adidas Afterburner 6 Cleats - White | adidas US,adidas,['Baseball'],M,120,"Show off your speed on the diamond in these baseball cleats. Built with a widened lacing system and a sock-like, seamless fit, they feature Litestrike midsole cushioning for ultra-lightweight comfort in the outfield. The engineered outsole delivers 360-degree traction and grip as you round the bases.ide lacing system Textile upper with TPU toe cap Sprintframe outsole plate with Sprintstuds Ultra-lightweight Litestrike EVA midsole Sock-like construction hugs the foot Imported"
F35640,https://www.adidas.com/us/predator-19.3-shoes/F35640.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4eaab0e0ff2c427e9593aa54011345a8_9366/Predator_19.3_Shoes_Black_F35640_01_standard.jpg",adidas Predator 19.3 Shoes - Black | adidas US,adidas,['Soccer'],U,90,"Predator isn't just a shoe. It's a conviction that life is there for the taking. If you can't find the guts to seize control, get lost. But if you're ready to own your destiny, keep reading. These soccer shoes are styled after their famous on-field counterparts. A snug-fitting leather upper locks your foot down. The EVA midsole provides cushioning as you take it all in your stride.edium fit Lace closure Leather upper Rubber outsole EVA midsole Snug, sock-like fit Anatomically designed upper Imported"
F35495,https://www.adidas.com/us/copa-19.3-firm-ground-cleats/F35495.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/bd1fc51d69fc4fbe9ac1aa5c00f62e22_9366/Copa_19.3_Firm_Ground_Cleats_Yellow_F35495_01_standard.jpg",adidas Copa 19.3 Firm Ground Cleats - Yellow | adidas US,adidas,['Soccer'],M,75,"Copa isn't just a cleat. It's an agreement that every fleeting touch should leave a lasting impression. If you can't make your mark on a game, move along. But if you're ready to take your touch to a new dimension, keep reading. These soccer cleats combine a stretchy mesh quarter and flexible mono-tongue with a stitched soft leather vamp. The result is secure lockdown and smooth, assured ball contact.ace closure; Mono-tongue construction Premium leather upper; Primemesh quarter panel Lightweight TPU outsole for firm ground Foam heel Imported"
EE7375,https://www.adidas.com/us/torsion-comp-shoes/EE7375.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/0b3b30ffa13942b79761aa2c01313c0b_9366/Torsion_Comp_Shoes_White_EE7375_01_standard.jpg",adidas Torsion Comp Shoes - White | adidas US,adidas,['Lifestyle'],U,100,"Inspired by '90s tennis innovations, these shoes fuse heritage technologies with vintage sports style. Torsion in the outsole supports your foot while letting it move naturally. An external heel stabilizer keeps you secure. Perforations in the leather upper offer airflow, and an EVA midsole cushions each stride.egular fit Lace closure Leather and synthetic upper Textile lining; EVA outsole EVA midsole; Stabilizing Torsion System Imported"
AQ1705,https://www.adidas.com/us/adilette-cloudfoam-slides/AQ1705.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/79f524fc880644aaa3c6a80900ec9855_9366/Adilette_Cloudfoam_Slides_Red_AQ1705_01_standard.jpg",adidas Adilette Cloudfoam Slides - Red | adidas US,adidas,['Swim'],M,25,"Slip on and go. These men's slides mix 3-Stripes style with a comfortable Cloudfoam unitsole, which combines the midsole with the outsole for superior cushioning. Finished with a bold adidas logo on the side.ynthetic single-bandage upper Contrast 3-Stripes Soft Cloudfoam footbed for quick-dry comfort Synthetic upper / Textile lining / Synthetic outsole Imported"
F34413,https://www.adidas.com/us/nemeziz-19.3-indoor-shoes/F34413.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/3524a607b1b447e18903aa6101476547_9366/Nemeziz_19.3_Indoor_Shoes_Black_F34413_01_standard.jpg",adidas Nemeziz 19.3 Indoor Shoes - Black | adidas US,adidas,['Soccer'],U,80,"Nemeziz isn't just a shoe. It's a commitment that skills should be about wins, not likes. If you'd take celebrity over silverware, get out of here. But if you're ready to rip up the field to carry your team to victory, read on. The hard-wearing textile upper on these soccer shoes has a mid-cut design to support your ankle through every twist and turn.ace closure Durable textile mid-cut upper Rubber outsole for flat and indoor surfaces Full-length EVA midsole Imported"
EE5643,https://www.adidas.com/us/sobakov-p94-shoes/EE5643.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f31a380b162244f49f1daa23010f79cc_9366/Sobakov_P94_Shoes_Black_EE5643_01_standard.jpg",adidas Sobakov P94 Shoes - Black | adidas US,adidas,['Lifestyle'],M,90,"A link to soccer legend adidas heritage  Tooth-shaped 3-Stripes, rubber-texture details and a dedicated graphic recall the iconic details of the '94 adidas Predator The tooling is inspired by the Gazelle indoor sneaker The Sobakov honors the spirit of modern soccer culture. These shoes showcase the iconic tooth-shaped 3-Stripes from the game-changing Predator shoe, which debuted in 1994. They're made for a comfortable feel in a mix of leather and mesh.egular fit Lace closure Leather and mesh upper Rubber outsole; Synthetic lining Imported"
BD7091,https://www.adidas.com/us/alphabounce-rc-2.0-shoes/BD7091.html,"https://assets.adidas.com/images/w_600,f_auto,q_auto/6b8cb3f70670451fab78a97e016d1138_9366/Alphabounce_RC_2.0_Shoes_Black_BD7091_01_standard.jpg",adidas Alphabounce RC 2.0 Shoes - Black | adidas US,adidas,['Running'],M,80,"Versatile athletes can run or cross train in these neutral shoes. They have a seamless mesh upper that hugs the foot with a sock-like fit. Zones of support and stretch allow for multidirectional movement. Springy, responsive cushioning delivers long-lasting comfort.egular fit Lace closure Supportive Forgedmesh upper with Fitpanel overlay Thin, breathable lining; Rubber outsole Flexible Bounce midsole cushioning Lightweight and breathable Weight: 10.9 ounces (size US 9) Midsole drop: 10 mm (heel: 23 mm / forefoot: 13 mm) Arch type: Normal Imported"
